Name | Description | Default Value | Flags
rope_smooth_minalpha | Alpha for rope antialiasing effect | 0.2 | devonly, cl
rope_smooth_minwidth | When using smoothing, this is the min screenspace width it lets a rope shrink to | 0.3 | devonly, cl
rope_subdiv | Rope subdivision amount | 2 | devonly, cl
rope_wind_dist | Don't use CPU applying small wind gusts to ropes when they're past this distance. | 1000 | devonly, cl
rpg_camera_yaw |  | 90 | devonly, cl, rep, cheat
rtx_allow_blas_compact |  | true | devonly
rtx_allow_blas_create |  | true | devonly
rtx_dynamic_blas | Allow dynamic BLAS creation for geometry going through the compute shader skinning path. | true | devonly
rtx_dynamic_blas_caching | Cache dynamic BLAS if geometry has not changed | true | devonly
rtx_force_default_hitgroup | Forces all ray traced geometry to use default hit shaders instead of specialized ones. | false | devonly
rtx_perf_stats | Report RTX perf stats at N bounces. -1 means no report | -1 | devonly, cl
rtx_texture_resolution | Sets the texture resolution the raytracer will mark to stream in | 512 | devonly
run_voicecontainer_async |  | false | devonly
sc_aggregate_bvh |  | true | devonly
sc_aggregate_bvh_threshold |  | 128 | devonly
sc_aggregate_debug_draw_meshlets | SceneSystem/Aggregates/Visualize Meshlets | 0 | devonly
sc_aggregate_debug_draw_meshlets_bounds | Visualize meshlet bounds and cone axis. Mesh shader only. | false | devonly
sc_aggregate_debug_visualizer | SceneSystem/Aggregates/Debug Visualizer | false | devonly, cheat
sc_aggregate_fragment_merging |  | true | devonly
sc_aggregate_gpu_culling | Toggles GPU culling of aggregate meshes | true | devonly
sc_aggregate_gpu_culling_conservative_bounds |  | false | devonly
sc_aggregate_gpu_culling_show_culled | SceneSystem/Aggregates/Show GPU Culled Meshes | false | devonly
sc_aggregate_gpu_occlusion_culling |  | true | devonly
sc_aggregate_gpu_vis_culling |  | true | devonly
sc_aggregate_indirect_draw_compaction | Use multidrawindirect...count if the driver/hardware supports it | true | release
sc_aggregate_indirect_draw_compaction_threshold | Threshold of indirect draws when we will do compaction | 8 | release
sc_aggregate_instance_streams | Enable instance streams | true | devonly
sc_aggregate_material_solo |  |  | devonly, cheat
sc_aggregate_render_mesh_shader | Using mesh shaders if available instead of drawcalls | true | devonly
sc_aggregate_rtproxy_debug_visualizer | SceneSystem/Aggregates/RT Proxy Debug Visualizer | false | devonly, cheat
sc_aggregate_rtproxy_instanced_geo |  | true | devonly, cheat
sc_aggregate_rtproxy_unique_geo |  | true | devonly, cheat
sc_aggregate_show_outside_vis |  | false | devonly
sc_allow_dithered_lod | Allow use of dithered lod transitions | true | devonly
sc_allow_dynamic_constant_batching |  | true | devonly
sc_allow_precomputed_vismembers |  | true | devonly
sc_allow_write_depth_before_blend |  | true | devonly
sc_barnlight_enable_precomputed_vis | Enable use of precomputed vis membership for lights (requires map restart) | true | devonly
sc_batch_layer_cb_updates |  | true | devonly
sc_cache_envmap_lpv_lookup |  | true | devonly
sc_clutter_density_full_size | Screen-size where clutter will be full density | 0.0075 | devonly
sc_clutter_density_none_size | Screen-size where clutter will be gone | 0.0035 | devonly
sc_clutter_desity_override |  | false | devonly
sc_clutter_enable | SceneSystem/Clutter/Draw Clutter | true | devonly
sc_disableThreading |  | false | cheat
sc_disable_baked_lighting |  | false | devonly
sc_disable_culling_boxes |  | false | cheat
sc_disable_procedural_layer_rendering |  | false | cheat
sc_disable_shadow_fastpath |  | false | cheat
sc_disable_spotlight_shadows |  | false | cheat
sc_disable_world_materials |  | false | cheat
sc_dithered_lod_transition_amt | Percentage of the transition between two lods we will apply a dither | 0.075 | devonly
sc_draw_aggregate_meshes | SceneSystem/Aggregates/Draw Aggregates | true | devonly
sc_dump_lists |  |  | cheat
sc_enable_discard |  | true | devonly
sc_extended_stats |  | false | cheat
sc_fade_distance_scale_override |  | -1 | cheat
sc_force_lod_level |  | -1 | cheat
sc_force_materials_batchable |  | false | cheat
sc_force_single_display_list_per_layer |  | false | devonly
sc_force_translation_in_projection | If enabled, the camera's translation will be included in the projection matrix. | false | cheat
sc_hdr_enabled_override | Override default setting for HDR rendering. -1 default, 0 NoHdr, 1 Hdr, 2 Hdr 1010102 3 Hdr 111110 | -1 | devonly
sc_imgui_show_debug_log | SceneSystem/Imgui/Show Debug Log | false | devonly, cheat
sc_imgui_show_id_stack | SceneSystem/Imgui/Show ID Stack Tool | false | devonly, cheat
sc_imgui_show_metrics | SceneSystem/Imgui/Show Metrics | false | devonly, cheat
sc_instanced_debug_visualizer | SceneSystem/Instanced/Debug Visualizer | false | devonly, cheat
sc_instanced_gpu_culling_show_culled | SceneSystem/Instanced/Show GPU Culled Meshlets | false | devonly
sc_instanced_material_solo |  |  | devonly, cheat
sc_instanced_mesh_enable | SceneSystem/Instanced/Draw Instanced | true | devonly, cheat
sc_instanced_mesh_gpu_culling | Toggles GPU culling of instanced meshes | true | devonly
sc_instanced_mesh_gpu_density_culling | Toggles density culling (if enabled) | true | devonly
sc_instanced_mesh_gpu_occlusion_culling | Toggles GPU occlusion of instanced meshes | true | devonly
sc_instanced_mesh_gpu_vis_culling | Toggles GPU vis of instanced meshes | true | devonly
sc_instanced_mesh_lod_bias | Bias for LOD selection of instanced meshes | 1.25 | devonly
sc_instanced_mesh_lod_bias_shadow | Bias for LOD selection of instanced meshes in shadowmaps | 1.75 | devonly
sc_instanced_mesh_mesh_shader | Toggles mesh shader rendering for instanced meshes | true | devonly
sc_instanced_mesh_motion_vectors | Toggles motion vector support for instanced meshes | true | devonly
sc_instanced_mesh_opaque_fade | Toggles fade support for instanced meshes | true | devonly
sc_instanced_mesh_size_cull_bias | Bias for size culling of instanced meshes | 1.5 | devonly
sc_instanced_mesh_size_cull_bias_shadow | Bias for size culling instanced meshes in shadowmaps | 2 | devonly
sc_instanced_mesh_solo |  |  | devonly, cheat
sc_keep_all_layers |  | false | devonly
sc_layer_batch_threshold |  | 128 | devonly
sc_layer_batch_threshold_fullsort |  | 80 | devonly
sc_max_framebuffer_copies_per_layer |  | 1 | devonly
sc_mesh_backface_culling |  | true | devonly
sc_no_cull |  | false | devonly
sc_no_vis |  | false | devonly
sc_only_render_opaque |  | false | cheat
sc_only_render_shadowcasters |  | false | cheat
sc_particle_debug_visualizer | SceneSystem/Particles/Debug Visualizer | false | devonly, cheat
sc_reject_all_objects |  | false | cheat
sc_rendergraph_debug_visualizer | SceneSystem/RenderGraph Visualizer | false | devonly
sc_screen_size_lod_scale_override |  | -1 | cheat
sc_shadow_depth_bias |  | 256 | devonly
sc_shadow_depth_bias_clamp |  | 0 | devonly
sc_shadow_depth_bias_state_override |  | false | devonly
sc_shadow_slopescale_depth_bias |  | 2.13 | devonly
sc_show_cs_skinning_stats | SceneSystem/Compute Skinning Stats | false | devonly, cheat
sc_show_gpu_profiler | SceneSystem/GPU Profiler | false | devonly, cheat
sc_show_hair_debug_ui | SceneSystem/Hair Debug UI | false | devonly, cheat
sc_show_object_browser | SceneSystem/SceneObject Browser | false | devonly, cheat
sc_show_texture_visualizer | SceneSystem/Texture Visualizer | false | devonly, cheat
sc_show_view_profiler | SceneSystem/View Profiler | false | devonly, cheat
sc_skip_traversal |  | false | cheat
sc_spew_cmt_usage |  | false | devonly
sc_throw_away_all_layers |  | false | devonly
sc_use_clear_subrect |  | false | devonly
sc_view_profiler_frame_averaging |  | 10 | devonly
sc_visualize_batches | color per batch | 0 | devonly
sc_visualize_sceneobjects | SceneSystem/Visualize SceneObject Mode | SCENEOBJECT_VIS_NONE | devonly
scene_panel_rotate_drag |  | 0.19 | devonly, cl
scene_panel_rotate_frametime_multiplier |  | 1 | devonly, cl
scene_panel_rotate_grab_scale |  | 0.5 | devonly, cl
scene_panel_rotate_scale |  | 2 | devonly, cl
scene_vcdautosave | Create a savegame before VCD playback | false | devonly, cl
screenmessage_show | Enable display of console messages on screen. 1 = Enabled, 0 = Disabled, -1 = Enabled if vgui is not present | -1 | cheat
screenshot_height | Screenshot height. -1 for screen height. | -1 | devonly
screenshot_prefix | Set the screenshot auto naming prefix. | shot | devonly
screenshot_subdir | Set the screenshot directory. | screenshots | devonly
screenshot_width | Screenshot width. -1 for screen width. | -1 | devonly
sensitivity | Mouse sensitivity. | 1.25 | cl, a, user, per_user
sensitivity_y_scale | Multiplies the mouse Y axis for finer pitch vs yaw aim | 1 | cl, a, user, per_user
shadowcachedebugger_showdebugwindow | Citadel/Graphics/Shadow Cache Debugger | false | devonly, cl, a, rep, cheat
shake_show | Displays a list of the active screen shakes. | false | devonly, cl
show_botmatch_warning | Force showing the botmatch warning during pause. | false | devonly, cl
show_visibility_boxes | Enable or Disable debug display of visibility boxes | false | cl, cheat
silence_dsp | When on, silences all DSP mixes. | false | cheat
skel_constraints_enable |  | true | rep, cheat
snd_async_spew_blocking | Spew message to console any time async sound loading blocks on file i/o. | 0 | devonly
snd_autodetect_latency |  | true | a
snd_boxverb_simd | Enable SIMD code path for shoebox reverb processor. | true | devonly
snd_compare_KV_convert |  | false | devonly
snd_delay_sound_ms_max | Sound device synchronization max delay (ms) | 250 | devonly
snd_delay_sound_ms_shift | Sound device synchronization shift (ms) | 23 | devonly
snd_diffusor_simd | Enable SIMD code path for diffusor processor. | false | devonly
snd_disable_mixer_duck |  | false | cheat
snd_disable_mixer_solo |  | false | cheat
snd_dsp_distance_max |  | 2000 | cheat
snd_dsp_distance_min |  | 20 | cheat
snd_duckerattacktime |  | 0.5 | a
snd_duckerreleasetime |  | 2.5 | a
snd_duckerthreshold |  | 0.15 | a
snd_ducktovolume |  | 0.55 | a
snd_enable_imgui | Game/Sound System Debugger | false | devonly, a, cheat
snd_enable_subgraph_corenull_passthrough |  | true | devonly
snd_enable_subgraph_log |  | false | devonly
snd_envelope_rate |  | 100 | cheat
snd_filter |  |  | cheat
snd_gain |  | 1 | a
snd_gain_max |  | 1 | cheat
snd_gain_min |  | 0.01 | cheat
snd_gamevoicevolume | Game v.o. volume | 1 | a
snd_gamevolume | Game volume | 1 | a
snd_group_cluster_debug |  | false | rep, cheat
snd_group_occlusion_debug |  | false | devonly
snd_group_priority_debug |  | false | rep, cheat
snd_group_priority_max_tolerance |  | 0.05 | rep, cheat
snd_hrtf_distance_behind | HRTF calculations will calculate the player as being this far behind the camera. | 0 | devonly
snd_list |  |  | cheat
snd_log_empty_event_entities | Logs the sound event entities that have empty names. | false | cl, cheat
snd_mergemethod | Sound merge method (0 == sum and clip, 1 == max, 2 == avg). | 1 | devonly
snd_min_latency |  | false | devonly, cheat
snd_mix_async |  | true | devonly, cheat
snd_mixahead |  | 0.001 | a
snd_mixer_master_dsp |  | 1 | cheat
snd_mixer_master_level |  | 1 | cheat
snd_musicvolume | Music volume | 1 | a
snd_mute_losefocus |  | true | a
snd_occlusion_bounces |  | 1 | rep, cheat
snd_occlusion_debug_listener_pos |  |  | devonly, cheat
snd_occlusion_indirect_max |  | 0.7 | devonly, cheat
snd_occlusion_indirect_min |  | 0.01 | devonly, cheat
snd_occlusion_indirect_radius |  | 120 | devonly, cheat
snd_occlusion_min_wall_thickness |  | 4 | rep, cheat
snd_occlusion_override |  | -1 | devonly, rep, cheat
snd_occlusion_rays |  | 4 | rep, cheat
snd_occlusion_report |  | false | devonly, cheat
snd_occlusion_visualize |  | false | devonly, cheat
snd_op_test_convar |  | 720 | cheat
snd_rear_stereo_scale |  | 1 | rep, cheat
snd_refdb | Reference dB at snd_refdist | 60 | cheat
snd_refdist | Reference distance for snd_refdb | 36 | cheat
snd_report_audio_nan |  | true | release
snd_report_verbose_error | If set to 1, report more error found when playing sounds.<br> | false | cheat
snd_sequencer_show_bpm |  | false | cheat
snd_sequencer_show_events |  | false | cheat
snd_sequencer_show_quantize_queue |  | false | cheat
snd_showclassname |  | 0 | cheat
snd_showstart |  | 0 | cheat
snd_sos_block_global_stack |  | false | cheat
snd_sos_block_stop_global_stack |  | true | cheat
snd_sos_calc_angle_debug |  | false | rep, cheat
snd_sos_enable_nan_check |  | false | devonly
snd_sos_hide_simple_parameter_overwrite_warnings |  | true | devonly
snd_sos_ingame_debug |  | false | cheat
snd_sos_limit_self |  | false | devonly
snd_sos_list_operator_updates |  | false | cheat
snd_sos_max_event_base_depth |  | 10 | devonly
snd_sos_opvar_debug |  | false | cheat
snd_sos_pause_system |  | false | cheat
snd_sos_print_addfield_dupes |  | false | cheat
snd_sos_print_field_references |  | false | cheat
snd_sos_print_fps |  | false | cheat
snd_sos_print_full_field_info |  | false | cheat
snd_sos_print_table_arrays |  | false | cheat
snd_sos_report_entity_deleted |  | false | devonly
snd_sos_show_block_debug | Spew data about the list of block entries. | false | cheat
snd_sos_show_entry_match_free |  | false | devonly
snd_sos_show_mixgroup_path_errors |  | false | devonly
snd_sos_show_operator_event_and_stack |  | true | cheat
snd_sos_show_operator_event_filter |  |  | cheat
snd_sos_show_operator_field_filter |  |  | cheat
snd_sos_show_operator_init |  | false | cheat
snd_sos_show_operator_not_executing |  | true | cheat
snd_sos_show_operator_operator_filter |  |  | cheat
snd_sos_show_operator_pause_entry |  | false | cheat
snd_sos_show_operator_shutdown |  | false | cheat
snd_sos_show_operator_stop_entry |  | false | cheat
snd_sos_show_operator_updates |  | false | cheat
snd_sos_show_opfield_cache_updates |  | false | cheat
snd_sos_show_opvar_updates |  | false | cheat
snd_sos_show_opvar_updates_filter |  |  | cheat
snd_sos_show_parameter_overwrite_value_comparisons |  | false | devonly
snd_sos_show_parameter_overwrite_warnings |  | false | devonly
snd_sos_show_queuetotrack |  | false | cheat
snd_sos_show_soundevent_overwrites |  | false | devonly
snd_sos_show_soundevent_param_overwrite |  | false | cheat
snd_sos_show_soundevent_start |  | false | cheat
snd_sos_show_track_list |  | false | devonly
snd_sos_show_voice_elapsed_time |  | false | devonly
snd_sos_soundevent_constellation_debug |  | false | devonly, rep, cheat
snd_sos_soundevent_constellation_replenish_max_fraction |  | 0.3 | devonly, rep, cheat
snd_sos_soundevent_deferred_interval_time |  | 0.1 | devonly
snd_sos_soundevent_filter |  |  | cheat
snd_sos_soundevent_max_deferred_time |  | 5 | devonly
snd_sos_soundevent_show_deferral_warning |  | false | devonly
snd_sound_areas_debug |  | false | cl, rep, cheat
snd_sound_areas_debug_interval |  | 0.2 | cl, rep, cheat
snd_soundmixer |  | Default_Mix | devonly
snd_soundmixer_update_maximum_frame_rate |  | 0 | cheat
snd_soundmixer_version |  | 2 | devonly
snd_spatialize_lerp |  | 0 | a, release
snd_steamaudio_active_hrtf | Index of active HRTF. | 0 | devonly
snd_steamaudio_baked_occlusion_mode | 0: distance ratio only. 1: deviation only (1/r). 2: deviation only (linear). 3: Mode 0 and Mode 1, 4: Mode 0 and Mode 2 | 0 | cheat
snd_steamaudio_default_hrtf_volume_gain | Adjust overall volume of the default HRTF by the specified gain (dB). | 0 | devonly
snd_steamaudio_enable_compressed_reverb_lookup | Use compressed reverb data if available. | true | devonly
snd_steamaudio_enable_custom_hrtf | Enable custom HRTF loading. | false | devonly
snd_steamaudio_enable_editor_profiling | Enables tracy profiling when baking steam audio data in Hammer. | false | devonly
snd_steamaudio_enable_pathing | This variable is checked by soundstack to globally enabling pathing for audio processing. | false | cheat
snd_steamaudio_enable_perspective_correction | Enable perspective correction for 3D audio. | false | a, release
snd_steamaudio_enable_probeneighborhood_caching | Enable caching listener probe neighborhood for pathing. | true | devonly
snd_steamaudio_enable_reverb | Enable Steam Audio Reverb processor. | 0 | release
snd_steamaudio_enable_reverb_probe_caching_for_missing_probes | Continue using previous prrobes if probe lookup for reverb fails. | true | devonly
snd_steamaudio_hybrid_reverb_overlap | Set the overlap fraction (0 to 1) for hybrid reverb. | 0.25 | devonly
snd_steamaudio_hybrid_reverb_transition_time | Set the transition time (in seconds) between convolution and parametric reverb. | 1 | devonly
snd_steamaudio_invalid_path_length | Path length of invalid path in inches. Set this to .0 to use direct distance as path length. | 0 | devonly
snd_steamaudio_ir_duration | The time delay between a sound being emitted and the last audible reflection in Steam Audio. | 1 | cheat
snd_steamaudio_irradiancemindistance_reverb | Minimum distance (in meters) of a source from a surface for the purposes of energy calculations. | 1 | devonly
snd_steamaudio_load_dimensions_data | If set, baked dimensions data is loaded. | true | devonly
snd_steamaudio_load_materials_data | If set, baked materials data is loaded. | true | devonly
snd_steamaudio_load_occlusion_data | If set, baked occlusion data is loaded. | true | devonly
snd_steamaudio_load_pathing_data | If set, baked pathing data is loaded. Steam Audio Hammer entities can successfully use pathing in this case. | false | devonly
snd_steamaudio_load_reverb_data | If set, baked reverb data is loaded. Reset it to zero during an format changes of baked data until all data is updated. | false | devonly
snd_steamaudio_max_convolution_sources | The maximum number of simultaneous sources that can be modeled by Steam Audio. | 4 | cheat
snd_steamaudio_max_hrtf_normalization_gain_db | Maximum gain any HRTF could have during volume normalization. | 6 | devonly
snd_steamaudio_max_occlusion_samples | The maximum number of rays that can be traced for volumetric occlusion by Steam Audio. | 64 | cheat
snd_steamaudio_max_probes_customdata | Maximum number of probes to create when baking custom data (occlusion). | 4294967295 | devonly
snd_steamaudio_max_probes_customdata_dimensions | Maximum number of probes to create when baking custom data (dimensions). | 4294967295 | devonly
snd_steamaudio_max_probes_customdata_materials | Maximum number of probes to create when baking custom data (occlusion). | 4294967295 | devonly
snd_steamaudio_max_probes_pathing | Maximum number of probes to create when baking paths. | 4294967295 | devonly
snd_steamaudio_max_probes_reverb | Maximum number of probes to create when baking reverb. | 4294967295 | devonly
snd_steamaudio_normalize_default_hrtf_volume | Normalize volume of default HRTF dataset across all directions. | false | devonly
snd_steamaudio_num_bounces | The maximum number of times any ray can bounce when using Steam Audio. | 128 | cheat
snd_steamaudio_num_diffuse_samples | The number of directions considered for ray bounce by Steam Audio. | 2048 | cheat
snd_steamaudio_num_rays | The number of rays to trace for reflection modeling by Steam Audio. | 65536 | cheat
snd_steamaudio_num_threads | Sets the number of threads used for realtime reflection by Steam Audio. | 2 | cheat
snd_steamaudio_pathing_enable_source_probe_interp | If set, all the probes near a source withing probe range are used to find paths instead of nearest probe. | false | devonly
snd_steamaudio_pathing_order | The amount of directional detail in the simulated by Steam Audio. | 1 | cheat
snd_steamaudio_pathing_order_rendering | The amount of directional detail in the rendered audio by Steam Audio. | 1 | cheat
snd_steamaudio_perspective_correction_factor | Perspective correction factor, ratio of screen size and view depth from screen, for 3D audio. | 1 | devonly
snd_steamaudio_perspective_correction_front_only | Use perspective correction for 3D audio only in the frontal directions. | true | devonly
snd_steamaudio_reverb_level_db | Adjust overall volume (dB) of the output from Steam Audio Reverb processor. | -3 | release
snd_steamaudio_reverb_order | Ambisonics order to use for simulating reverb. | 1 | devonly
snd_steamaudio_reverb_order_rendering | Ambisonics order to use for convolution reverb. 0th order = 1 channel, 1st order = 4 channels. | 1 | devonly
snd_steamaudio_reverb_update_rate | Set the maximum update rate (in Hz) for reverb. | 10 | devonly
snd_steamaudio_source_pathing_debug | Enable path visualization for steam_audio_source operator. | false | a
snd_steamaudio_source_pathing_debug_duration | Duration for which path remains visible. Should be close to update rate of the sound operator stack. | 0.01 | devonly
snd_steamaudio_source_pathing_enable_validation | Enable real-time pathing validation against dynamic geometry. | false | devonly
snd_toolvolume | Volume of sounds in tools (e.g. Hammer, SFM) | 1 | a
snd_ui_positional |  | true | devonly, cheat
snd_ui_spatialization_spread |  | 2.4 | devonly, cheat
snd_use_baked_occlusion |  | 0 | rep, cheat, release
snd_vmix_override_mix_decay_time | If set &gt; 0, overrides how long the decay time is on all mix graphs (in seconds).<br> | -1 | cheat
snd_vmix_show_input_updates | If set to 1, show all incoming updates to vmix inputs.<br> | false | cheat
snd_voipvolume | Voice volume | 1 | a
sound_device_override | ID of the sound device to use |  | a, release
soundscape_fadetime | Time to crossfade sound effects between soundscapes | 3 | cl, cheat
soundscape_message |  | false | devonly, cl
soundscape_radius_debug | Prints current volume of radius sounds | false | cl, cheat
soundsystem_device_used | Sound device in use (changing this does not change the soundsystem). |  | devonly
soundsystem_update_async |  | true | devonly
sparseshadowtree_cascade_mask | Bitfield describing which cascades to generate/use SST for. (OR'd 1UL&lt;&lt;cascadeIndex, default is 1UL&lt;&lt;2 only, i.e. just cascade 2) | 4 | devonly
sparseshadowtree_copy_to_shadow_atlas_ps | Copy layer from CS output to shadow atlas uses PS copy (vs CopyTexture). | true | devonly
sparseshadowtree_cs_debug_colors | Output debug colors for SST CS. | false | devonly
sparseshadowtree_cs_exclude_next_cascade_region | Exclude the inner region of a cascade during CS unpack if there is a higher resolution cascade that will cover that area. | true | devonly
sparseshadowtree_cs_unpack_mode | Unpack mode in cs, 0 - one leaf per thread (16 output pixels), 1 (default) - one leaf row per thread (4 output pixels), 2 - one pixel out per thread. | 1 | devonly
sparseshadowtree_debug_tile_range_xmax | SST Tile range for renderdoc/debug capturing. | 1 | devonly
sparseshadowtree_debug_tile_range_xmin | SST Tile range for renderdoc/debug capturing. | 0 | devonly
sparseshadowtree_debug_tile_range_ymax | SST Tile range for renderdoc/debug capturing. | 1 | devonly
sparseshadowtree_debug_tile_range_ymin | SST Tile range for renderdoc/debug capturing. | 0 | devonly
sparseshadowtree_disable_add_layers | Disable SST runtime layers, for debugging (will exclude geo that CAN render into SST if SST otherwise enabled) | false | devonly
sparseshadowtree_disable_for_viewmodel | Disable SST generation and runtime for viewmodel (use original CSM rendering). | true | devonly
sparseshadowtree_enable_rendering | Enable use of SST at runtime (static geo rendered into cascades via SST). | false | devonly
sparseshadowtree_leaf_compress_scaleoffset | Compress leaf node depths using scale & offset. | true | devonly
sparseshadowtree_leaf_precision | precision for depth compression at SST leaf nodes. | 0.0004 | devonly
sparseshadowtree_leaf_precision_viewmodel | (viewmodel) precision for depth compression at SST leaf nodes. | 0.0005 | devonly
sparseshadowtree_parallel_generation | Split SST tile generation into threadjobs (0 - disabled, 1 - wait on readpixels for job batch, 2 - async readpixels). | 2 | devonly
sparseshadowtree_plane_incr_per_step | depth to increment candidate plane values per iteration to satisfy selection. | 0.0001 | devonly
sparseshadowtree_plane_incr_per_step_viewmodel | (viewmodel) depth to increment candidate plane values per iteration to satisfy selection. | 0.0025 | devonly
sparseshadowtree_plane_max_error | max error (distance away in depth) candidate plane is allowed before rejecting. | 0.0004 | devonly
sparseshadowtree_plane_max_error_viewmodel | (viewmodel) max error (distance away in depth) candidate plane is allowed before rejecting. | 0.01 | devonly
sparseshadowtree_plane_num_iter | number of steps to push candidate plane behind depths. | 5 | devonly
sparseshadowtree_render_cables | Render cables into SST. | false | devonly
sparseshadowtree_renderdoc_capture_generation | Capture dual shadow maps during sparseshadowtree generation. | false | devonly
sparseshadowtree_unpack_direct_to_shadow_atlas | unpack SST directly into shadow atlas cascade vs via staging texture PS copy (NOTE - rendersystem fix reqd for AMD + driver fix required for NV + VK only. | false | devonly
sparseshadowtree_uv_frac_offset_x | uv x offset during copy to cascade. | 0 | devonly
sparseshadowtree_uv_frac_offset_y | uv y offset during copy to cascade. | 0 | devonly
spawngroup_ignore_timeouts |  | false | devonly
speaker_config |  | 0 | a
spec_autodirector | Auto-director chooses best view modes while spectating | true | cl, clientcmd_can_execute
spec_centerchasecam | Looks at the target player's center, instead of his eye position, in chase came mode | false | cl, a
spec_chasedistance | Chase cam's ideal distance from target | 96 | devonly, cl
spec_chasedistancespeed | Chase cam's ideal distance from target | 144 | devonly, cl
spec_replay_autostart | Auto-start Killer Replay when available | true | cl, a
spec_replay_cache_ragdolls | when set to 0, ragdolls will settle dynamically before and after Killer Replay | true | devonly, cl
spec_replay_enable | Enable Killer Replay, requires hltv server running (0:off, 1:default, 2:force) | 0 | rep, release
spec_replay_fadein | Amount of time in seconds it takes to visually fade into replay, or into real-time after replay | 0.75 | devonly, cl
spec_replay_fadeout | Amount of time in seconds it takes to visually fade out of replay, or out of real-time before replay | 0.75 | devonly, cl
spec_replay_fullframe | Send full frame on every hltv replay transition | true | devonly
spec_replay_leadup_time | Replay time in seconds before the highlighted event | 5.3438 | rep, release
spec_replay_message_time | How long to show the message about Killer Replay after death. The best setting is a bit shorter than spec_replay_autostart_delay + spec_replay_leadup_time + spec_replay_winddown_time | 9.5 | rep, release
spec_replay_on_death | When &gt; 0, sets the mode whereas players see delayed replay, and are segregated into a domain of chat and voice separate from the alive players | false | rep, release
spec_replay_others_experimental | Replay the last death of the round, if possible. Disabled on official servers by default. Experimental. | false | devonly, cl
spec_replay_rate_base | Base time scale of Killer Replay.Experimental. | 1 | rep, release
spec_replay_rate_limit | Minimum allowable pause between replay requests in seconds | 3 | rep, release
spec_replay_rate_slowdown | The part of Killer Replay right before death is played at this rate | 1 | devonly, cl
spec_replay_rate_slowdown_length | The part of Killer Replay right before death is played at this rate | 0.5 | devonly, cl
spec_replay_review_sound | When set to non-0, a sound effect is played during Killer Replay | true | devonly, cl
spec_replay_sound_fadein | Amount of time in seconds it takes to fade in the audio before or after replay | 0.05 | devonly, cl
spec_replay_sound_fadeout | Amount of time in seconds it takes to fade out the audio before or after replay | 0 | devonly, cl
spec_replay_victim_pov | Killer Replay - replay from victim's point of view (1); the default is killer's (0). Experimental. | false | devonly, cl
spec_track | Tracks an entity in spec mode | 0 | devonly, cl
splitscreen_mode |  | 0 | a, cheat
ss_mimic | Split screen users mimic base player's CUserCmds | 0 | devonly, cl, cheat
ss_voice_hearpartner | Route voice between splitscreen players on same system. | false | devonly
stats_collect_gpu | While doing stats_display, collect GPU perf counters. Used for stats_print_gpu. | false | devonly
stats_display | Displays perf statistics information | 0 | devonly
stats_highlight_interval | Interval between hightlight screens in the transition stats panel | 10 | devonly, cl
steam_inputhandler_analog_data_to_enable_controller | Amount of analog data needed to switch to controller mode | 0.9 | devonly, cl
steam_inputhandler_enabled | Enable steaminput | true | devonly, cl
steam_inputhandler_fake_steamdeck | Pretend to be a steam deck for purposes of automatically turning on the controller | false | devonly, cl
steam_inputhandler_glyph_lock_mode | 0: Automatic (Default) - switch glyphs when a keyboard bind or controller bind activates. 1: Keyboard and Mouse only. 2: Controller Only | 0 | cl, a, release
steamaudio_customdata_dimensions_numrays | Number of rays to trace for estimating inside outside status of a probe. | 32768 | devonly
steaminput_glyph_neutral | Fallback values for unspecified style in steam input Glyphs. 0: Use Colors, 1: Solid | 0 | devonly, cl
steaminput_glyph_solid | Fallback values for unspecified style in steam input Glyphs. 0: Not Solid, 1: Solid | 1 | devonly, cl
steaminput_glyph_style | Fallback values for unspecified style in steam input Glyphs. 0: Knockout, 1: Light, 2: Dark | 1 | devonly, cl
steaminput_glyph_use_universal_face_buttons | When enabled, Face Buttons use a diamond of circles, rather than controller specific glyphs for faces | true | cl, a, release
sticky_tooltips | Don't ever hide tooltips. Helpful when debugging complicated tooltip layouts. | false | devonly, cl, hidden
subtick_buttons_enabled |  | false | devonly, cl
survey_chance | Percentage chance of showing the survey questions when entering matchmaking | 0 | cl, release
survey_force_question_type | Force a specific survey question type for survey questions | 0 | devonly, cl
survey_min_games_played | Don't allow for showing the survey unless a minimum number of games have been played | 75 | cl, release
sv_banid_enabled | Whether server supports banid command | true | release
sv_cheats | Allow cheats on server | false | nf, rep, release
sv_clockdbg | Print spew related to server clock and ticking | false | devonly
sv_cluster | Data center cluster this server lives in. | 0 | release
sv_connectionless_legacy_events_allowed |  | false | devonly
sv_cq_min_queue | Server min buffer size. | 0 | devonly, rep
sv_debug_overlays_bandwidth | Broadcast server debug overlays traffic | 65536 | release
sv_debug_overlays_broadcast | Broadcast server debug overlays | false | nf, cheat, release
sv_deltaticks_enforce | By default, player must ack delta ticks in order. How to enforce it: 2 = kick all clients, 1 = kick only TV clients, 0 = do not kick. | 2 | release
sv_deltaticks_log | Whether diagnostic logging is enabled when clients ack delta ticks out of order. Policy: 2 = log all out of order acks, 1 = log only when disconnect is triggered, 0 = do not log. | 2 | release
sv_disable_reliable_delta_retransmit | Assume that a reliable entity delta will be ack'ed and send future deltas relative to the last reliable delta. | true | devonly
sv_enable_alternate_baselines | Allow alternate baseline system, set to 2 for debugging spew. | 1 | release
